amount,frequency,location_change,device_change,hour_of_day,is_fraud
41.19,4,0,0,18,0
18.96,1,0,0,22,0
16.26,1,0,0,11,0
18.87,0,0,0,17,0
64.41,3,1,0,22,0
23.0,2,0,0,15,0
49.91,1,0,0,9,0
24.52,4,0,0,19,0
8.99,3,0,0,9,0
140.38,4,0,0,14,0
93.81,0,0,0,14,0
50.36,3,0,0,21,0
18.64,1,0,0,15,0
67.97,8,0,0,16,0
25.86,2,0,0,8,0
42.99,1,0,0,22,0
11.61,4,0,0,11,0
110.24,0,0,0,20,0
5.4,4,0,0,13,0
15.72,2,0,0,16,0
21.3,3,0,0,22,0
90.04,5,0,0,18,0
24.72,2,0,0,18,0
28.3,4,0,0,9,0
42.72,1,0,0,9,0
24.53,1,0,0,16,0
37.04,3,0,0,17,0
6833.08,9,0,0,5,1
84.73,1,1,0,10,0
142.95,6,0,0,9,0
10027.78,21,1,1,4,1
83.54,2,0,1,22,0
36.55,6,0,0,14,0
76.44,1,1,1,22,0
14.19,2,0,0,8,0
50.66,1,0,0,16,0
43.67,4,0,0,14,0
21.4,4,0,0,11,0
11493.06,16,0,0,3,1
96.63,1,0,0,22,0
25.13,3,0,0,22,0
34.05,5,0,0,11,0
37.95,1,0,0,18,0
63.24,1,0,0,22,0
67.88,2,0,0,16,0
71.34,7,0,0,21,0
77.21,1,0,0,18,0
3.2,3,0,0,18,0
58.71,6,0,0,10,0
5313.6,10,1,1,4,1
19.11,4,0,0,8,0
5000.0,10,1,1,5,1
126.55,1,0,0,11,0
32.05,0,0,0,15,0
90.74,2,0,0,22,0
111.71,2,0,1,15,0
113.53,3,0,0,18,0
93.34,1,0,0,21,0
20.57,2,0,0,12,0
76.88,0,0,1,11,0
125.18,4,0,0,21,0
21.33,1,0,0,15,0
32.16,3,1,0,20,0
25.99,3,0,0,11,0
5.1,1,0,0,13,0
71.18,7,0,1,16,0
18.55,0,0,0,11,0
10.23,4,0,0,16,0
23.95,6,0,0,19,0
28.7,3,0,0,22,0
18.93,4,0,0,21,0
29.95,1,1,0,15,0
96.58,3,0,0,20,0
45.29,5,0,0,19,0
72.12,1,0,0,21,0
117.38,3,1,0,16,0
76.85,3,0,0,20,0
35.15,5,0,0,17,0
35.63,4,0,0,14,0
51.17,2,0,0,20,0
83.06,2,1,0,13,0
8.37,2,0,0,19,0
105.56,2,0,0,21,0
32.31,2,0,0,15,0
88.42,4,0,0,15,0
23.81,1,0,0,21,0
9.29,3,0,0,14,0
79.95,7,0,0,22,0
96.21,3,0,0,16,0
106.02,4,0,0,15,0
96.41,2,0,0,8,0
49.63,3,0,0,8,0
34.44,2,0,0,14,0
29.91,3,0,0,18,0
36.26,4,0,0,14,0
88.29,6,0,0,16,0
16.51,5,0,0,14,0
53.36,4,0,0,14,0
57.8,1,0,0,21,0
109.2,4,0,0,16,0
92.85,3,1,0,21,0
159.65,3,0,0,14,0
62.51,3,0,0,9,0
9.54,6,0,0,22,0
9.41,2,0,0,19,0
144.32,3,0,0,14,0
45.1,2,0,0,21,0
63.46,3,0,0,19,0
37.73,2,0,0,14,0
13.83,1,0,0,22,0
214.19,1,0,0,17,0
111.96,1,0,0,14,0
49.0,2,0,0,16,0
54.32,3,0,0,13,0
27.89,3,0,0,15,0
21.84,2,0,0,11,0
19.5,1,0,0,10,0
21.59,3,0,0,18,0
24.17,6,0,0,20,0
35.17,4,1,0,17,0
30.43,3,0,1,17,0
30.84,4,0,0,16,0
132.98,4,0,1,19,0
9652.1,25,0,1,4,1
39.34,1,1,0,10,0
53.17,2,0,0,17,0
108.25,6,0,0,9,0
69.29,4,0,0,14,0
40.14,1,0,0,10,0
69.46,5,0,0,20,0
47.94,5,0,0,18,0
62.54,3,0,0,20,0
96.94,2,0,0,11,0
18.68,4,0,0,22,0
29.97,1,0,0,13,0
13875.37,12,1,1,1,1
23.32,3,0,0,20,0
49.34,4,0,0,18,0
103.13,7,0,0,8,0
18.67,4,0,0,12,0
15.86,2,0,0,15,0
24.76,1,0,0,12,0
89.48,3,0,0,16,0
92.44,3,0,0,15,0
5000.0,25,0,1,5,1
43.18,2,0,0,18,0
24.52,2,0,0,17,0
115.97,2,0,0,9,0
43.21,2,0,0,19,0
13.92,0,0,0,12,0
163.17,4,0,0,8,0
50.93,8,1,0,15,0
170.26,4,0,1,10,0
19.77,4,0,0,21,0
12.04,3,0,0,17,0
17.66,3,0,0,22,0
46.14,5,0,0,20,0
44.16,6,0,0,16,0
28.69,2,0,1,11,0
125.93,4,0,0,8,0
108.22,3,1,0,20,0
59.12,2,1,1,11,0
17.82,3,0,0,22,0
21.13,3,0,0,20,0
163.58,6,0,0,22,0
22.03,1,0,0,15,0
89.69,5,0,0,17,0
5000.0,11,1,1,2,1
155.82,4,0,0,8,0
16.45,3,0,0,13,0
6.07,3,0,0,22,0
47.02,2,0,0,10,0
56.51,5,0,0,19,0
110.79,3,0,0,14,0
14.51,1,0,0,12,0
65.86,4,0,0,17,0
186.28,3,0,0,15,0
125.27,3,0,0,16,0
113.89,3,0,0,8,0
21.71,6,0,0,13,0
10.22,5,0,0,16,0
124.7,6,0,0,19,0
13.15,0,1,0,14,0
32.34,3,0,0,8,0
41.58,2,0,0,19,0
115.98,1,0,0,18,0
45.94,3,0,0,17,0
69.53,4,1,0,15,0
24.45,3,0,0,22,0
14.18,3,0,0,16,0
20.79,1,1,0,12,0
102.07,5,0,0,8,0
32.68,4,0,0,14,0
65.34,3,0,0,19,0
339.0,1,0,0,19,0
105.88,2,0,0,15,0
36.92,1,0,0,11,0
88.32,1,1,0,13,0
92.03,5,0,0,16,0
17891.57,17,0,1,1,1
45.47,4,0,0,16,0
13.8,4,0,0,8,0
1330.23,1,0,0,11,0
191.0,3,0,0,16,0
25530.68,15,1,1,2,1
97.77,3,0,0,18,0
5.49,4,0,0,10,0
25.81,1,0,0,14,0
168.16,5,0,0,15,0
35.3,2,1,0,18,0
136.85,2,0,0,19,0
19.54,3,0,0,22,0
8.33,5,0,0,11,0
121.25,1,0,1,18,0
60.21,5,0,0,8,0
153.14,6,0,0,15,0
46.15,4,1,0,22,0
44.03,4,0,0,10,0
73.61,3,1,0,14,0
126.76,1,0,0,8,0
108.95,1,0,0,8,0
14.21,1,0,0,15,0
24.35,2,0,0,11,0
132.5,2,1,0,11,0
117.78,2,0,1,19,0
73.89,6,0,0,19,0
85.13,5,0,0,16,0
139.42,3,0,0,15,0
299.82,7,0,0,17,0
153.74,3,0,0,15,0
50.88,5,0,0,8,0
24.55,3,0,0,19,0
53.94,6,0,1,21,0
93.67,1,0,0,9,0
10.37,2,0,0,16,0
80.05,4,0,0,17,0
51.36,3,0,0,18,0
40.41,3,1,0,17,0
85.2,3,0,0,8,0
34.08,3,0,0,20,0
207.82,5,0,0,16,0
41.63,3,0,1,12,0
237.71,5,0,0,10,0
53.76,1,0,0,19,0
24.98,3,0,1,20,0
45.99,5,0,0,12,0
37.48,3,0,1,8,0
189.21,2,0,0,16,0
30.68,2,0,0,20,0
26.58,5,0,0,14,0
5000.0,11,0,1,3,1
29.62,5,0,0,15,0
34.56,2,0,0,21,0
133.23,3,0,0,19,0
24.27,3,0,0,14,0
21.31,2,0,0,13,0
233.52,4,0,0,21,0
297.59,2,0,0,15,0
81.07,4,0,0,14,0
206.04,2,0,1,20,0
191.43,3,0,0,16,0
16.0,1,1,0,22,0
127.25,1,0,0,20,0
46.07,2,0,0,13,0
109.16,2,0,0,10,0
61.67,3,0,0,16,0
75.54,4,1,0,20,0
34.15,1,0,0,10,0
145.16,2,0,0,10,0
5000.0,17,1,0,0,1
27.38,1,0,0,22,0
26.77,5,0,0,10,0
18.17,3,0,0,15,0
131.55,3,0,0,10,0
46.98,1,1,0,15,0
15257.88,20,0,1,2,1
116.71,1,0,0,8,0
25.08,1,0,0,13,0
67.19,5,0,0,11,0
102.77,3,0,0,20,0
207.31,4,0,0,19,0
91.94,2,0,0,14,0
48.01,5,0,1,8,0
161.62,1,0,0,11,0
5000.0,15,1,0,0,1
51.99,3,0,0,17,0
17.43,1,0,0,12,0
66.08,3,0,0,18,0
45.82,4,0,0,16,0
84.8,1,0,0,9,0
420.76,4,0,0,12,0
61.92,2,0,0,9,0
16.73,3,0,0,12,0
17.73,4,0,0,13,0
17.72,5,0,0,13,0
176.23,4,0,0,12,0
60.77,2,0,0,10,0
74.25,3,0,0,8,0
91.31,2,0,0,22,0
112.12,0,0,0,12,0
13.16,3,0,0,10,0
112.49,6,0,0,22,0
108.51,3,0,0,15,0
71.42,3,0,0,11,0
12.44,5,0,0,13,0
82.55,3,0,0,8,0
18.31,2,1,0,11,0
29.72,3,0,0,22,0
5.47,0,0,0,14,0
49.44,1,0,0,22,0
28.41,1,0,0,22,0
33.4,5,0,0,9,0
29.17,5,1,0,17,0
40.45,1,1,0,19,0
114.4,6,0,0,12,0
17.41,2,0,0,18,0
13.17,5,0,0,12,0
62.42,5,1,0,8,0
17.07,4,0,1,12,0
24.71,2,0,0,14,0
5000.0,13,0,0,1,1
18.52,4,0,0,18,0
27.01,4,0,0,15,0
42.12,1,0,1,11,0
143.71,0,0,0,18,0
32.62,0,0,0,11,0
1088.78,4,0,0,21,0
50.41,1,0,0,19,0
43.35,1,0,0,20,0
28.02,2,0,0,10,0
256.6,4,0,0,19,0
154.33,2,0,0,10,0
27.33,6,0,1,11,0
31.2,4,0,0,20,0
81.43,6,0,0,8,0
62.4,3,0,0,16,0
17.09,6,0,0,22,0
21.36,4,0,0,10,0
52.0,3,0,0,16,0
57.41,2,0,0,22,0
11.95,2,0,0,16,0
37.19,3,1,0,20,0
8.22,3,0,0,12,0
67.32,2,0,0,13,0
312.41,2,0,0,18,0
80.92,2,0,0,9,0
27.32,0,0,0,17,0
168.66,3,0,0,14,0
108.34,1,0,0,16,0
13.03,3,0,0,22,0
107.0,3,0,0,17,0
89.44,4,0,0,11,0
130.89,3,0,1,13,0
210.82,1,0,0,16,0
107.73,3,0,0,19,0
80.08,2,0,0,20,0
199.33,0,0,0,17,0
65.37,2,0,0,17,0
39.72,1,0,1,22,0
18.93,1,0,0,22,0
74.17,2,0,0,13,0
2572.75,4,0,0,13,0
17.63,3,0,0,11,0
254.06,1,1,0,12,0
45.29,5,0,0,14,0
315.2,2,0,0,10,0
204.02,2,0,0,14,0
78.83,2,0,0,8,0
54.09,5,0,0,13,0
39.59,3,0,0,18,0
96.05,4,0,0,21,0
40.41,1,0,0,21,0
8.03,3,0,0,8,0
22.52,1,0,0,8,0
57.04,3,0,0,13,0
37.51,10,0,0,18,0
53.93,5,0,0,13,0
76.01,1,0,0,19,0
28.4,3,0,0,21,0
46.4,7,0,0,18,0
42.77,3,0,0,8,0
105.68,7,0,0,9,0
211.07,3,1,0,10,0
33.65,3,0,0,9,0
97.97,5,1,0,22,0
23.73,1,0,0,21,0
32.73,4,0,1,10,0
164.18,0,0,0,19,0
74.51,3,0,0,11,0
20.18,1,0,0,8,0
197.18,2,0,1,16,0
768.43,2,1,0,18,0
57.69,1,0,0,9,0
53.83,3,0,0,14,0
181.49,6,0,0,9,0
19.77,2,0,0,17,0
45.11,2,1,0,12,0
441.22,5,0,0,20,0
17.17,1,0,0,20,0
147.49,1,0,0,8,0
8.44,3,1,0,16,0
78.65,6,0,0,21,0
8.09,4,0,0,22,0
216.26,2,0,0,8,0
167.65,7,0,0,22,0
5.78,0,0,0,10,0
223.49,3,0,0,21,0
254.79,3,0,0,18,0
27.78,5,0,0,10,0
10.27,1,0,1,20,0
78.03,5,0,0,8,0
88.81,6,0,0,13,0
332.09,2,0,0,19,0
45.58,4,0,1,8,0
21.79,6,0,0,16,0
22.41,2,1,0,12,0
25.27,3,1,0,15,0
30.57,5,0,0,18,0
118.01,4,0,0,19,0
174.93,4,0,0,9,0
727.46,1,0,0,12,0
28.99,4,0,0,19,0
5000.0,14,1,0,0,1
20.85,6,0,0,13,0
66.43,4,1,0,15,0
10.17,3,0,0,9,0
49.56,5,0,0,20,0
13.57,2,0,0,15,0
147.76,3,0,0,20,0
52.28,0,1,0,21,0
13.37,6,0,0,8,0
726.26,7,0,0,20,0
90.18,1,0,0,22,0
92.47,2,0,0,11,0
63622.53,13,0,1,2,1
37.11,2,0,0,10,0
8.94,3,0,0,10,0
27.87,2,0,0,22,0
35.83,5,1,0,19,0
96.94,0,0,0,13,0
110.08,0,0,0,11,0
23.26,4,0,0,12,0
120.38,3,0,0,20,0
265.21,2,0,0,9,0
32.88,2,0,0,21,0
229.1,2,0,0,18,0
10.27,1,0,0,21,0
304.61,8,0,0,15,0
120.82,5,0,0,15,0
50.55,6,0,0,9,0
14.3,3,0,0,18,0
47.1,1,0,1,11,0
288.69,4,0,0,20,0
30.86,2,0,0,17,0
129.71,2,0,0,17,0
198.12,5,0,0,15,0
20.52,5,0,0,21,0
76.33,3,0,1,9,0
141.62,5,0,0,21,0
59.22,3,0,0,16,0
44.48,3,0,1,8,0
185.04,3,0,0,9,0
88.46,3,0,0,14,0
18.95,4,0,0,21,0
242.16,5,0,0,8,0
21111.82,14,0,1,0,1
52.74,1,0,1,10,0
341.69,7,0,0,16,0
39.38,3,0,0,11,0
4.39,1,0,0,12,0
45.62,3,0,0,20,0
9.24,1,0,0,16,0
211.93,0,1,0,20,0
18.98,2,0,0,22,0
207.24,4,0,0,17,0
70.58,3,0,0,12,0
53.57,4,0,0,12,0
193.23,1,0,0,15,0
129.31,2,0,0,15,0
193.7,5,0,0,12,0
94.71,4,0,0,19,0
19.53,2,0,0,20,0
21.21,5,0,0,19,0
329.88,3,0,0,19,0
140.6,1,0,0,17,0
42.4,4,1,0,14,0
12.0,1,0,0,19,0
54.0,3,0,0,8,0
112.9,4,0,0,17,0
68.65,5,0,0,8,0
102.47,3,0,0,15,0
105.48,7,0,0,12,0
15.5,3,0,0,19,0
418.72,2,0,0,16,0
86.51,7,0,0,13,0
73.84,4,0,0,10,0
45.93,2,0,0,8,0
108.37,2,0,0,10,0
223.79,2,1,0,17,0
119.87,2,0,0,20,0
15.92,0,1,0,10,0
39.62,5,0,0,21,0
33.32,0,0,0,22,0
43.1,1,1,0,14,0
41.91,3,1,0,21,0
283.69,2,0,0,21,0
134.96,3,0,0,19,0
112.38,2,0,0,9,0
27.47,2,0,0,9,0
81.41,6,0,0,16,0
421.78,5,0,0,9,0
51.56,2,0,0,16,0
261.03,3,0,0,14,0
19.73,2,0,0,14,0
104.17,2,0,0,19,0
17.64,3,0,0,8,0
39059.59,17,1,1,5,1
3.02,5,0,0,9,0
5000.0,13,1,1,2,1
39.12,5,0,0,21,0
431.91,3,0,0,12,0
144.55,0,0,0,22,0
171.2,1,0,0,12,0
212.87,6,0,0,15,0
5000.0,15,1,1,4,1
19.44,1,0,0,11,0
157.62,3,0,0,22,0
22.3,4,0,0,8,0
128.98,6,0,0,20,0
18.59,5,0,0,11,0
466.45,3,0,1,17,0
5000.0,16,0,0,2,1
227.87,5,0,0,18,0
75.91,4,0,0,21,0
66.05,4,1,1,12,0
88.4,5,0,0,10,0
18.35,4,0,0,16,0
125.23,9,0,0,13,0
54.67,3,1,0,14,0
34.76,3,0,0,11,0
41.95,3,0,0,14,0
233.58,1,0,0,11,0
85.83,5,0,0,21,0
11.39,6,0,0,22,0
196.28,2,0,0,20,0
237.74,3,0,0,21,0
91.2,0,0,0,13,0
56.17,5,0,0,11,0
195.47,4,0,0,10,0
107.79,3,0,0,15,0
75.85,0,1,0,18,0
29.73,1,0,0,21,0
217.05,4,0,0,11,0
57.22,2,0,0,12,0
5000.0,8,0,1,2,1
7.33,3,0,0,11,0
16.83,5,1,0,16,0
109.5,1,0,0,18,0
30.57,2,0,0,11,0
263.23,4,0,0,17,0
34.12,3,0,0,22,0
61.56,5,0,0,9,0
15518.4,17,1,0,2,1
159.57,5,0,0,14,0
47.87,1,0,0,20,0
20.77,0,0,0,17,0
5630.08,14,0,0,2,1
66.16,6,0,0,18,0
181.15,6,0,0,22,0
17.23,4,0,0,21,0
114.85,3,0,0,16,0
25.21,2,0,0,19,0
3.16,2,1,0,17,0
58.95,1,0,0,9,0
28.86,4,0,0,19,0
159.75,4,0,0,17,0
14.66,6,0,0,13,0
24.09,2,0,0,21,0
85.27,4,0,0,8,0
47.96,1,1,0,17,0
31.63,2,0,0,22,0
293.92,5,0,0,21,0
210.84,4,0,0,13,0
139.17,5,0,0,12,0
56.9,3,0,1,21,0
22.61,4,0,0,8,0
177.07,3,0,0,22,0
38.76,4,0,0,8,0
86.21,4,0,0,15,0
38.38,3,0,0,11,0
31.48,5,0,0,12,0
54378.96,16,0,0,3,1
99.85,3,0,0,12,0
73.67,5,0,0,12,0
55.46,5,0,0,20,0
17.92,4,0,0,9,0
62.93,5,0,0,11,0
189.97,5,0,0,20,0
187.68,3,1,0,17,0
123.44,5,0,0,9,0
869.9,2,0,0,10,0
15.35,6,0,0,21,0
104.12,3,0,0,18,0
53.02,4,0,0,9,0
26.4,4,0,0,8,0
12.15,5,0,0,11,0
268.53,4,0,0,20,0
28.03,3,0,0,14,0
105.2,3,0,0,14,0
56.46,3,0,0,9,0
5.72,5,0,0,17,0
35.51,4,0,0,8,0
70.79,5,0,0,17,0
720.33,5,1,0,19,0
101.56,3,0,1,15,0
29.04,2,0,0,8,0
36.76,1,0,0,13,0
6.41,3,0,0,9,0
47.74,3,0,0,14,0
53.3,4,0,0,9,0
45.42,3,1,0,14,0
3.21,4,0,0,13,0
160.03,1,0,0,10,0
179.27,8,0,0,16,0
81.21,6,0,0,15,0
2.6,1,0,0,17,0
94.97,6,1,0,22,0
50.86,2,0,0,17,0
33.65,1,0,0,15,0
580.49,6,0,0,14,0
49.19,3,0,0,12,0
24.41,1,0,0,8,0
81.07,0,0,0,14,0
14.19,2,0,0,8,0
55.59,4,0,0,20,0
17.72,3,0,0,20,0
65.99,4,0,0,13,0
160.56,7,0,0,19,0
17.23,4,0,0,15,0
50.24,3,0,0,20,0
26.91,3,0,0,21,0
160.01,3,0,0,8,0
12.22,5,0,1,20,0
30.6,5,0,0,8,0
6.53,4,0,0,17,0
233.33,2,0,0,20,0
28.3,2,0,0,18,0
95.87,3,0,0,14,0
24.08,2,0,0,21,0
74.65,2,0,0,8,0
12.37,3,0,0,15,0
113.54,3,0,0,12,0
6.86,2,0,0,10,0
45.19,2,0,0,19,0
132.57,3,0,0,19,0
233.02,4,0,0,22,0
18.15,5,0,0,12,0
50.53,4,0,0,17,0
54.66,3,0,0,12,0
54.99,5,1,0,12,0
42.8,2,0,0,20,0
11.18,4,0,0,22,0
52.92,3,0,1,20,0
65.69,4,0,0,21,0
67.16,1,1,0,20,0
103.63,1,0,0,10,0
42.41,3,0,0,10,0
225.55,3,0,0,11,0
10.04,6,0,0,12,0
46.73,0,0,0,19,0
91.62,1,1,0,15,0
1233.59,6,0,0,13,0
50.43,2,0,0,14,0
66.29,1,0,0,15,0
79.9,5,0,0,22,0
16.92,3,1,0,18,0
388.61,4,0,0,14,0
87.9,4,0,0,8,0
18.54,3,1,0,13,0
20.48,2,1,0,12,0
164.84,3,0,0,9,0
28.09,2,0,0,13,0
8.96,2,0,0,9,0
33.78,4,0,0,20,0
8.84,5,0,0,22,0
101.08,1,0,0,18,0
21.79,4,0,0,12,0
13.02,2,0,0,16,0
20.76,2,0,0,14,0
45.14,3,0,0,12,0
7.48,2,0,0,9,0
66.34,4,0,0,16,0
20.02,2,0,0,19,0
5000.0,20,1,1,4,1
109.36,3,0,0,18,0
96.78,5,1,0,19,0
26.6,5,0,0,18,0
85.86,3,0,1,20,0
131.5,1,0,0,22,0
64.93,1,0,0,10,0
45.37,5,0,0,13,0
32.98,1,0,0,20,0
106.66,2,0,0,12,0
87.83,1,0,0,15,0
127.75,1,0,0,13,0
35.29,4,1,0,17,0
36.84,2,0,0,8,0
51.73,3,0,0,15,0
89.05,4,1,0,18,0
83.1,3,0,0,10,0
78.39,6,0,0,12,0
98.96,3,1,0,19,0
76.99,0,0,0,11,0
70.86,2,0,0,21,0
121.77,4,0,0,17,0
683.3,1,0,0,18,0
249.46,2,0,0,8,0
14.91,3,0,0,9,0
10.95,3,0,0,8,0
85.4,0,0,0,9,0
81.02,2,0,0,9,0
29.2,4,1,1,15,0
598.46,3,1,0,13,0
217.34,6,0,1,14,0
41.24,5,0,0,21,0
26.3,4,0,0,15,0
57.78,4,0,0,16,0
64.8,1,0,0,22,0
42.63,2,0,0,18,0
69.24,3,0,0,8,0
211.11,3,0,0,8,0
343.16,2,0,0,8,0
13.26,2,0,0,21,0
171.36,1,0,0,21,0
5000.0,17,1,1,2,1
30.23,6,1,0,12,0
157.24,5,0,0,21,0
27.01,3,0,0,16,0
705.0,5,1,0,21,0
83.14,3,1,0,22,0
105.59,0,0,1,9,0
45.35,4,1,0,11,0
79.98,2,0,0,11,0
39.57,1,0,0,19,0
86.49,4,0,0,9,0
54.89,4,0,0,13,0
58.9,4,0,0,22,0
31.48,1,0,0,15,0
5000.0,10,1,1,5,1
143.08,1,0,0,9,0
25.12,6,0,0,13,0
6.69,2,0,0,8,0
48.24,0,0,0,12,0
23.99,3,0,0,10,0
18.03,2,1,0,11,0
55.27,2,0,0,18,0
63.35,2,0,0,11,0
49.21,5,0,0,9,0
170.7,2,0,0,9,0
24.16,6,0,0,8,0
156.59,3,0,0,22,0
268.86,6,0,0,16,0
15.17,2,0,0,15,0
30.46,5,0,1,12,0
49.7,8,1,0,11,0
5000.0,11,1,0,5,1
5000.0,13,1,0,2,1
20.0,2,0,0,9,0
5000.0,9,1,1,1,1
124.76,4,0,0,17,0
29.59,2,0,0,9,0
70.65,2,0,0,14,0
53.51,3,1,0,16,0
44.87,0,1,0,15,0
175.52,2,0,0,13,0
62.55,2,0,1,18,0
55.38,3,0,0,14,0
109.83,4,0,0,12,0
16.65,2,0,0,10,0
121.89,2,0,0,9,0
29.59,5,0,0,19,0
22.22,4,0,0,21,0
69.01,2,0,0,17,0
23.63,1,0,0,9,0
81.72,3,0,0,12,0
41.7,2,0,1,13,0
90.56,2,0,0,16,0
12.41,2,1,0,8,0
98.01,4,0,0,21,0
5000.0,18,1,1,4,1
23.67,0,1,0,9,0
75.17,3,0,0,16,0
131.49,2,0,0,11,0
105.6,4,0,0,12,0
299.62,1,0,0,19,0
111.57,2,0,0,8,0
176.4,1,0,0,11,0
33.61,3,0,0,21,0
49.51,2,0,0,16,0
111.89,2,0,0,18,0
131.82,1,0,0,11,0
9.23,1,0,0,10,0
5000.0,14,0,0,3,1
46.47,4,0,0,8,0
82.8,2,0,0,21,0
64.62,1,0,0,8,0
47.11,2,0,0,12,0
43.32,2,0,0,14,0
108.38,3,0,0,16,0
89.9,1,0,1,13,0
78.68,1,0,0,19,0
14.93,1,0,0,16,0
39.83,2,0,0,14,0
10.68,3,0,0,22,0
22.19,3,0,1,20,0
37.04,2,0,0,8,0
597.11,2,0,0,18,0
90.73,2,0,0,17,0
5747.42,13,1,1,1,1
13.18,5,0,0,14,0
23.17,3,1,0,22,0
42.56,3,0,0,21,0
268.28,2,0,0,19,0
73.28,4,0,0,12,0
16.47,0,0,0,17,0
120.19,6,0,0,13,0
31.06,4,0,0,9,0
49.23,3,0,0,18,0
26.97,1,0,0,9,0
20.33,2,0,0,20,0
138.81,2,0,0,12,0
78.37,3,0,0,18,0
4.61,8,0,0,21,0
57.33,3,0,0,9,0
68.99,4,0,0,9,0
116.63,3,0,1,21,0
6.1,0,0,0,17,0
5733.1,14,1,1,3,1
143.19,2,0,0,9,0
48.19,2,0,1,20,0
25.05,3,0,0,8,0
29.08,1,0,0,9,0
39.32,4,0,0,19,0
68.29,1,0,0,14,0
60.66,0,0,0,16,0
22.56,1,0,0,12,0
6935.69,22,1,1,1,1
55.85,2,0,0,9,0
5000.0,13,0,0,3,1
12.83,7,0,0,14,0
34.88,3,0,0,10,0
20.27,4,0,0,20,0
104.26,1,0,0,8,0
144.78,1,1,0,14,0
11.42,0,0,0,8,0
36.6,1,0,0,22,0
24.5,2,0,0,17,0
8.42,2,0,0,22,0
30.19,4,0,0,18,0
16.87,2,0,0,14,0
18.39,2,0,0,11,0
69.61,2,0,0,12,0
19.1,1,0,0,10,0
122.68,0,1,0,17,0
272.81,3,0,0,15,0
39.27,3,0,0,22,0
27.7,3,0,0,11,0
96.22,3,0,1,16,0
41.78,2,0,0,10,0
38.58,2,1,0,15,0
33.6,4,0,0,22,0
12.95,2,0,0,10,0
5000.0,14,1,1,5,1
14.36,3,0,0,20,0
40.11,5,0,0,16,0
28.87,2,0,0,12,0
28.52,5,1,0,16,0
428.7,5,0,0,21,0
80.95,5,0,0,12,0
70.99,3,0,0,8,0
31.33,0,0,0,18,0
62.5,2,1,0,21,0
83.58,2,0,0,19,0
16.66,2,0,0,9,0
217.95,2,0,0,8,0
11.95,2,0,0,10,0
25.83,5,0,0,14,0
37.43,3,0,0,22,0
43.88,2,0,1,22,0
13.85,2,0,0,22,0
109.98,4,0,0,15,0
73.65,6,1,0,15,0
715.77,7,1,0,16,0
35.54,9,0,0,17,0
21.81,2,0,0,8,0
55.46,3,1,0,17,0
91.72,3,0,0,22,0
204.95,3,0,0,8,0
23.18,3,0,0,13,0
9.94,5,0,0,21,0
8.07,5,0,0,13,0
101.91,4,1,0,13,0
47.84,2,0,0,22,0
129.48,3,0,0,8,0
75.52,3,0,0,13,0
49.24,5,0,0,8,0
33.79,2,0,0,10,0
63.36,1,0,0,10,0
100.16,5,0,0,11,0
17.67,4,0,0,8,0
33.69,0,0,0,10,0
46.88,1,0,0,14,0
179.57,1,0,0,22,0
66.06,6,0,0,19,0
18.32,1,1,0,18,0
14.22,3,0,0,10,0
63.77,3,0,0,11,0
87.76,4,0,0,8,0
39.42,3,0,0,22,0
21.15,2,0,0,15,0
122.32,4,0,0,19,0
110.84,3,0,0,12,0
32.63,5,0,0,13,0
61.53,6,0,0,14,0
272.42,0,0,0,9,0
5000.0,17,1,1,5,1
29.54,5,0,0,16,0
23.59,3,0,0,17,0
198.6,3,0,0,19,0
14.19,3,0,0,18,0
12.21,3,0,0,13,0
64.06,7,0,0,14,0
11.95,3,0,1,18,0
183.95,1,0,0,22,0
74.31,5,1,0,22,0
5.82,3,0,0,9,0
174.49,2,0,0,14,0
107.38,4,0,0,18,0
26.79,3,0,0,11,0
38.98,2,0,0,19,0
8.91,2,0,0,22,0
8.66,1,0,0,20,0
22.27,0,0,0,17,0
355.42,2,0,0,11,0
25.45,3,1,0,17,0
436.06,3,0,0,14,0
5.94,3,0,0,15,0
143.15,2,0,0,18,0
27.24,3,0,1,11,0
39.94,3,0,0,18,0
58.8,1,0,0,10,0
23.94,3,0,0,10,0
94.36,2,0,0,14,0
41.21,2,0,0,10,0
86.76,7,0,0,12,0
41.4,6,0,0,10,0
267.95,4,0,0,22,0
29.98,0,1,0,12,0
16.84,3,0,0,11,0
32.11,8,0,0,22,0
39.63,3,1,0,21,0
23.56,4,0,0,19,0
380.4,2,0,0,13,0
424.99,3,0,0,22,0
47.39,5,0,0,22,0
97.45,4,0,0,21,0
51.24,0,1,0,20,0
72.31,1,0,0,13,0
56.34,3,0,0,18,0
58.31,0,0,0,21,0
223.73,4,0,0,20,0
8.89,3,0,0,19,0
97.18,4,0,0,13,0
10.63,2,0,0,19,0
7031.27,17,1,1,0,1
37.76,6,1,0,20,0
41.14,6,0,0,21,0
82.46,4,0,0,22,0
145.87,4,0,1,22,0
243.46,7,0,0,19,0
26.93,1,0,0,14,0
173.61,2,0,0,14,0
172.48,4,0,0,11,0
115.24,2,1,0,12,0
87.85,6,0,0,16,0
312.49,8,0,0,10,0
11.22,2,0,0,18,0
49.12,2,0,0,15,0
46.91,2,0,0,18,0
26.73,0,0,0,11,0
44.34,3,0,0,16,0
159.2,1,0,0,18,0
58.52,2,0,0,13,0
257.56,5,0,0,13,0
